URL,Mã_Tin,Tên_Xe,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Mô_Tả,Người_Liên_Hệ
https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6542419,6542419,"Xe 
			
							VinFast VF8 
						Eco AWD 
						2022
						- 548 Triệu",2022,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Trắng,Đen,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"BÁN GẤP – GIÁ SỐC KHÔNG TƯỞNG (đã áp các loại km)
 | VINFAST VF8 ECO 2022 – CHẠY 6 VẠN KM – ĐẸP KHÔNG TÌ VẾT! | 
 | Anh em nào đang tìm xe điện ngon – bổ – rẻ thì đừng lướt qua, phí cả cơ hội vàng! | 
 |  VF8 bản Eco – SX 2022
 |  Đi chuẩn 6 vạn km – máy êm, pin ổn định
 |  Nội thất đen sang trọng, giữ gìn như mới
 |  Ngoại hình đẹp xuất sắc, không một điểm chê
 |  Lên đời xe điện mới nên bán – xe gia đình dùng kỹ, nói không với đâm đụng – ngập nước | 
 |  Giá để anh em hốt nhanh – rẻ nhất thị trường
 | Ai xem là chốt, ai thử là mê! | 
 |  Liên hệ ngay kẻo mất món ngon!
 | Xe đẹp – giá tốt – không mua là tiếc cả năm!",GF Thường Tín
https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2026-6599245,6599245,"Xe 
			
							Ford Everest 
						Titanium 2.0L 4x2 AT 
						2026
						- 1 Tỷ 219 Triệu",2026,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,RFD - Dẫn động cầu sau,"Ford Everest Titanium 4x2 AT - KHUYẾN MÃI HẤP DẪN!!! | 
 | - Trang bị: Hệ thống đèn chiếu sáng trước LED, tự động bật đèn, màn hình cảm ứng đặt dọc 12 inch, hỗ trợ SYNC 4; đồng hồ TFT 12 inch; vô-lăng và ghế bọc da, ghế lái chỉnh điện 8 hướng, hàng ghế thứ 3 gập điện tiện lợi; sạc không dây; điều khiển âm thanh trên vô-lăng; chìa khóa thông minh; khởi động nút bấm; điều hòa tự động hai vùng; cửa sổ trời toàn cảnh...",Hà Hương
https://bonbanh.com/xe-mercedes_benz-glc-200-2020-6591409,6591409,"Xe 
			
							Mercedes Benz GLC 
						200 
						2020
						- 1 Tỷ 160 Triệu",2020,Xe đã dùng,"48,139 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,5 chỗ,5 cửa,RFD - Dẫn động cầu sau,"GLC 200 sản xuất 2020, tư nhân HN, trắng nội thất kem, odo 4 vạn km zin, full lịch sử bảo hành hãng, bao check test toàn quốc, khuyến khích mua bán kiểm tra xe cùng bên thứ 3 
 | Hỗ trợ bank tối đa giá trị xe",Tiến Quân Car
https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-6694582,6694582,"Xe 
			
							Ford Ranger 
						Wildtrak 2.0L 4x4 AT 
						2021
						- 720 Triệu",2021,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,4WD - Dẫn động 4 bánh,"Ford Ranger Wildtrak 4x4 - Sx2021
 | - Odo: 50.000km (chuẩn odo) 
 | - Đi lướt.
 | - Đã kiểm tra 167 điểm đâm đụng ngập nước có xác nhận của hãng. | 
 | - Giá: (có thương lượng thêm)",Mr.bảo
https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2026-6223942,6223942,"Xe 
			
							Mercedes Benz C class 
						C200 Avantgarde Plus 
						2026
						- 1 Tỷ 499 Triệu",2026,Xe mới,,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,RFD - Dẫn động cầu sau,"ƯU ĐÃI ĐẶC BIỆT KHI MUA MERCEDES-BENZ NGAY HÔM NAY ! | 
 | (HOT) Ưu đãi giảm giá sâu lên tới 320 TRIỆU
 | Giảm 50% lệ phí trước bạ
 | Hỗ trợ mua xe trả góp đến 85%, thời gian vay mua xe tối đa lên đến 8 năm, lãi suất chỉ từ 0.5%
 | Tặng gói phụ kiện chính hãng lên đến 50 triệu (dán film cách nhiệt, phủ ceramic, thảm trải sàn)
 | Tặng bảo hiểm thân vỏ
 | Bảo dưỡng miễn phí
 | Quà tặng chính hãng đến từ Mercedes-benz Việt Nam (Ô, áo, mũ, gấu,...)
 | Lái thử xe, sẵn xe đủ màu giao ngay, hỗ trợ giao xe tận nhà.
 | Hỗ trợ đăng kí, đăng kiểm trọn gói. Hỗ trợ đấu giá lấy biển VVIP theo ý muốn, chi phí cực rẻ.
 | Bảo hành 5 năm trên Toàn Quốc. | 
 | Mercedes-Benz C 200 Plus nâng cấp những tính năng đáng tiền:
 | - Loa Burmester thiết kế tinh tế sang trọng, âm thanh tuyệt đỉnh
 | - Hệ thống lọc không khí ENERGIZING AIR CONTROL lần đầu tiên trang bị trên C Class
 | - Và Cụm đen Full Led - Chức năng hỗ trợ điều chỉnh Pha cốt tự động xịn xò
 | - Bộ mâm đa chấu trẻ trung | 
 | - Động cơ 204 mã lực.
 | - Nội thất ốp gỗ cao cấp
 | - Kết nối Apple Carplay và Android Auto không dây
 | - Đèn viền nội thất 64 màu
 | - Màn hình giải trí mới cảm ứng 11.9 inch
 | - Đèn pha Full Led cao cấp
 | - 15 loa Burmester
 | - Đá cốp thông minh
 | - KEYLESS-GO
 | ....Và nhiều tính năng an toàn khác...",Mr Chung
https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2024-6692405,6692405,"Xe 
			
							Hyundai Tucson 
						2.0 AT Đặc biệt 
						2024
						- 835 Triệu",2024,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,FWD - Dẫn động cầu trước,"Bán xe Hyundai Tucson đời 2024 2.0 ATH, tên tư nhân sử dụng từ mới xe đi 3 vạn km. Xe được trang bị nhiều tiện ích như:
 | - Động cơ 2.0 mạnh mẽ- Hệ thống ABS, túi khí- Gương kính chỉnh điện- Chìa khóa thông minh , điều hoà tự động, cảnh báo lệch làn, hub kính, cam 360, cửa sổ trời paronama- Màn hình dvd kết hợp camera lùi
 | Xe đi 3 vạn km, bảo dưỡng và sử dụng kỹ nên chất lượng nên xe còn rất mới đến 90%, cam kết xe ko đâm va, ko ngập nước, hỗ trợ vay trả góp 75% giá trị xe, lãi suất ưu đãi. Sang tên chỉ mất 2% thuế
 | để biết thêm thông tin và liên hệ xem xe trực tiếp xin gọi theo sdt xin cảm ơn!",Minh Chuyên Auto
https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2023-6645668,6645668,"Xe 
			
							Hyundai SantaFe 
						Cao cấp 2.5L HTRAC 
						2023
						- 1 Tỷ 148 Triệu",2023,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Santafe sản xuất 2023 bản premium
 | Đi 3 vạn
 | - Trang bị: hệ dẫn động 4 bánh HTRAC, cửa sổ trời toàn cảnh, ghế da cao cấp sưởi/làm mát, cốp điện, sạc không dây, màn hình 10.25 inch, hệ thống âm thanh Harman Kardon, và gói an toàn SmartSense toàn diện ...
 | Quý khách vui lòng liên hệ xem xe để biết thêm thông tin chi tiết!",Nguyễn Hồng Đại
https://bonbanh.com/xe-mazda-cx8-premium-2024-6695637,6695637,"Xe 
			
							Mazda CX8 
						Premium 
						2024
						- 975 Triệu",2024,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,7 chỗ,5 cửa,FWD - Dẫn động cầu trước,"MODEL MỚI PHOM MỚI NHẤT
 | CX8 2024 Premium trắng, chạy 2 vạn km, chất lượng tuyệt đối. Tiết kiệm khoản kha khá ạ, tự tin nhận cọc. Lỗi đốt xe luôn. Phân khúc 7 chỗ đáng đồng tiền bát gạo.
 | Xem xe tại hà nội",Thanh Xuân
https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2017-6695633,6695633,"Xe 
			
							Hyundai SantaFe 
						2.4L 4WD 
						2017
						- 555 Triệu",2017,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Cát,Kem,7 chỗ,5 cửa,4WD - Dẫn động 4 bánh,"Hyundai santafe 2017 máy xăng, màu vàng cát, bản full
 | - Odo 12 vạn.
 | - Xe trang bị full option cao cấp: trang bị full option, cửa nóc panorama toàn cảnh, màn DVD, nội thất nguyên theo xe. | 
 | - Xe trang bị full option cao cấp theo nhà sx
 | - Xe bảo dưỡng định kỳ Full lịch sử hãng
 | - Chúng tôi cam kết bằng văn bản xe không lỗi
 | - Thủ tục sang tên nhanh gọn
 | - Hỗ trợ BANK trên toàn quốc
 | - Chúng tôi chuyên cung cấp biển đấu giá định danh đẹp hợp phong thủy
 | - Quý khách có nhu cầu mua bán trao đổi xe qua sử dụng hãy LH với chúng tôi",Trường Huy Auto
https://bonbanh.com/xe-ford-mondeo-2.3-at-2010-6692591,6692591,"Xe 
			
							Ford Mondeo 
						2.3 AT 
						2010
						- 220 Triệu",2010,Xe đã dùng,"96,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.3 L,Bạc,Đen,5 chỗ,4 cửa,FWD - Dẫn động cầu trước,"FORD MONDEO 2.3AT 
 | ✓Năm sx: 2010
 | ✓Odo: 93.000 Km
 | ✓Biển số: TP.HCM
 | ✓Màu sắc: Bạc
 | ✓Bảo hành: Động cơ và Hộp số 
 | ✓Cam kết: Không va chạm, Không thủy kích, đã kiểm tra 176 Hạng mục 
 | ✓Option theo xe:
 | - Đèn Cos biLED 
 | - Gương chỉnh điện, gập điện, báo rẽ
 | - Ghế da chỉnh điện 8 hướng bên Tài
 | - Vô lăng bọc da tích hợp điều chỉnh âm lượng, tiện ích,..
 | - Cửa sổ trời (sunroof)
 | - Điều hòa Auto
 | - Smartkey
 | - ABS, EBD,…",Surecar Vietnam
https://bonbanh.com/xe-vinfast-vf8-plus-awd-2025-6626452,6626452,"Xe 
			
							VinFast VF8 
						Plus AWD 
						2025
						- 949 Triệu",2025,Xe đã dùng,195 Km,Lắp ráp trong nước,SUV,Số tự động,Điện,Đỏ,Đen,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Xe lướt đẹp, chất xe mới 100%
 | Hỗ trợ thủ tục hồ sơ nhanh chóng
 | Xe nguyên zin, pin mua sạc miễn phí",Huỳnh Chí Thông
https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2017-6695629,6695629,"Xe 
			
							Hyundai SantaFe 
						2.4L 4WD 
						2017
						- 555 Triệu",2017,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Cát,Kem,7 chỗ,5 cửa,4WD - Dẫn động 4 bánh,"Hyundai santafe 2017 máy xăng, màu vàng cát, bản full 
 | - Odo 12 vạn.
 | - Xe trang bị full option cao cấp: trang bị full option, cửa nóc panorama toàn cảnh, màn DVD, nội thất nguyên theo xe. | 
 | - Xe bảo dưỡng định kỳ Full lịch sử hãng
 | - Chúng tôi cam kết bằng văn bản xe không lỗi
 | - Thủ tục sang tên nhanh gọn
 | - Hỗ trợ BANK trên toàn quốc
 | - Chúng tôi chuyên cung cấp biển đấu giá định danh đẹp hợp phong thủy
 | - Quý khách có nhu cầu mua bán trao đổi xe qua sử dụng hãy LH với chúng tôi",Trường Huy Auto
https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6677562,6677562,"Xe 
			
							Hyundai SantaFe 
						Cao cấp 2.2L HTRAC 
						2022
						- 1 Tỷ 139 Triệu",2022,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Trắng,Nâu,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Xe đẹp không lỗi lầm, bao check test
 | Hỗ trợ vay và thủ tục hồ sơ
 | Xe odo chuần, cam kết k tua k lỗi lầm",Huỳnh Chí Thông
https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-6676865,6676865,"Xe 
			
							Mercedes Benz GLS 
						450 4Matic 
						2022
						- 3 Tỷ 999 Triệu",2022,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Kem,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Một viên duy nhất thị trường, siêu đẹp.  | 
 | GLS 450 sx 2022 trắng/kem 1 chủ từ mới.  | 
 | - Odo: 50.000km, bảo dưỡng full ls hãng, đẹp xuất sắc. 
 | - Đã lên nhiều đồ chơi: bậc Maybach, Tablet ghế sau... 
 | - Full Options: Động Cơ: 3.0L EQ Boost, hai màn hình kép 12.3in, âm thanh Burmester, Camera 360, hỗ trợ lùi chuồng tự động, Cửa sổ trời toàn cảnh, ... | 
 |  Giá còn thương lượng. Call em nhé.",Mr Dũng
https://bonbanh.com/xe-peugeot-3008-1.6-at-2019-6664601,6664601,"Xe 
			
							Peugeot 3008 
						1.6 AT 
						2019
						- 538 Triệu",2019,Xe đã dùng,"91,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Xanh,Đen,5 chỗ,5 cửa,FWD - Dẫn động cầu trước,"Oto đại phát đang bán chiếc Peugeut 3008 sản xuất 2019 đăng ký 2020 phiên bản faylip full otion . Xe được trang bị cửa sổ trời toàn cảnh padaroma đề statstop và rất nhiều các tính năng khc , đúng nghĩa của chiếc xe mang phong cách hiện đại (bầu trời công nghệ)hỗ trợ vay vốn lên đến 70/% phù hợp với người đang tìm mầu này",Auto Đại Phát
https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6633242,6633242,"Xe 
			
							Toyota Corolla Cross 
						1.8V 
						2022
						- 715 Triệu",2022,Xe đã dùng,"46,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Xanh,Đen,5 chỗ,5 cửa,FWD - Dẫn động cầu trước,"***toyota CROSS 1.8 V năm sx 2022
 | *ODO 4,6 van km 
 | *xe một chủ full lịch sử hãng 
 | *xe đẹp luôn cam kết Ko ngập nước Ko thủy kích Ko đâm va 
 | Hỗ trợ cho vay ngân hàng đến 75%
 | Xem xe tại Long Biên Hà Nội",Long Biên
https://bonbanh.com/xe-mercedes_benz-amg-gt-53-4matic-2022-6625224,6625224,"Xe 
			
							Mercedes Benz AMG GT 
						53 4Matic 
						2022
						- 3 Tỷ 799 Triệu",2022,Xe đã dùng,"16,000 Km",Nhập khẩu,Coupe,Số tự động,Xăng  3.0 L,Đỏ,Đen,5 chỗ,4 cửa,AWD - 4 bánh toàn thời gian,"Mercedes GT53 AMG _ sản xuất 2022 một chủ từ mới
 | • Chạy siêu lướt 1.6 vạn km . Máy i6 _ 3.0L EQ 
 | • Option full luôn với nội thất và ngoại thất cực kỳ thể thao.
 | Hỗ trợ ngân hàng 70% giá trị xe 
 | Địa chỉ : 363 nguyễn xiển , thanh xuân , hà nội",Quang Minh Auto
https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-6687482,6687482,"Xe 
			
							Mercedes Benz GLC 
						300 4Matic 
						2021
						- 1 Tỷ 458 Triệu",2021,Xe đã dùng,"63,999 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Auto8x về GLC 300 2021 một chủ mua mới bảo dưỡng full định kì. Lướt 6v km chất xe mới cứng.
 | Giá tốt có thoả thuận
 | Ace quan tâm lh qua hotline là mua được",Auto 8X
https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-legender-2020-6683710,6683710,"Xe 
			
							Toyota Fortuner 
						2.8V 4x4 AT Legender 
						2020
						- 1 Tỷ 40 Triệu",2020,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.8 L,Trắng,Nhiều màu,7 chỗ,5 cửa,4WD - Dẫn động 4 bánh,"TOYOTA FORTUNER LEGENDER 2.8 4x4 2020 – MÁY DẦU, 2 CẦU
 |  Trang bị nổi bật:
 |  Động cơ dầu 2.8L mạnh mẽ – tiết kiệm nhiên liệu
 |  Hộp số tự động 6 cấp
 |  Đèn LED Projector sắc nét
 |  Màn hình giải trí lớn, camera lùi
 |  Ghế da cao cấp, ghế lái chỉnh điện
 |  Điều hòa tự động 2 vùng
 |  Smartkey – đề nổ nút bấm | 
 |  An toàn cao cấp:
 | ✔ 7 túi khí
 | ✔ Cân bằng điện tử
 | ✔ Hỗ trợ khởi hành ngang dốc
 | ✔ Hệ thống kiểm soát lực kéo
 | ✔ Cảm biến hỗ trợ đỗ xe | 
 | - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.
 | - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.
 | - Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe | 
 | Liên hệ để biết thêm thông tin xe",Hoà Bình Auto
https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-2020-6582356,6582356,"Xe 
			
							LandRover Range Rover 
						Autobiography LWB 3.0 I6 
						2020
						- 6 Tỷ 180 Triệu",2020,Xe đã dùng,"61,191 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Xanh,Nâu,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Range Rover Autobiography I6 3.0 LWB sản xuất 2020 đăng kí 2021 5 Chỗ nhập Anh .Xe thường trang bị động cơ I6 3.0L kết hợp hộp số tự động 8 cấp và hệ dẫn động 4 bánh toàn thời gian, cho công suất mạnh mẽ, khả năng tăng tốc mượt mà nhưng vẫn ổn định và cách âm xuất sắc. Hệ thống treo khí nén điện tử giúp xe vận hành êm ái trên mọi địa hình.
 | Ngoại thất sang trọng với đèn LED Matrix thông minh, lưới tản nhiệt đặc trưng, thân xe kéo dài LWB tạo dáng uy nghi và không gian rộng rãi vượt trội. Nội thất 5 chỗ là điểm nhấn với da cao cấp, ốp gỗ tinh xảo, ghế chỉnh điện đa hướng tích hợp sưởi – làm mát – massage, điều hòa đa vùng, màn hình giải trí lớn cùng hệ thống âm 
 | thanh cao cấp. Khoang sau rộng rãi,khoang thương gia, mang lại trải nghiệm sang trọng, êm ái và tinh tế.",Sao Việt Auto
